LDGS_NM,AFRM_KWRD_CN,AFRM_WGHTVAL_SCORE,NEGA_KWRD_CN,NEGA_WGHTVAL_SCORE
켄싱턴리조트 지리산하동,"['친절', '바베큐', '스파', '업그레이드', '감사']","[1.8277386698279598, 1.5586209992709321, 1.2105209631260438, 1.198088477347655, 1.1433948398000988]","['하동', '상태', '냄새', '청소', '거실']","[-3.2679306853933423, -2.0962063725374906, -1.9142959982507086, -1.7107196085103753, -1.7003339126677814]"
호텔 스카이파크 명동 1호점,"['친절', '청결', '우수', '명동역', '감사']","[2.6296686503841786, 1.3151932889557492, 1.168846850075871, 0.7462261654194038, 0.7117662079855767]","['보통', '양호', '주차', '모텔', '불친절']","[-1.8195133819692964, -1.8040515270632145, -1.7387780687205705, -1.50766639890854, -1.395575081812044]"
호텔 상상,"['바베큐', '친절', '방문', '시설', '거제']","[0.7022749927842737, 0.6935160302748853, 0.6363500566204109, 0.5632810436417307, 0.5221789799566244]","['모텔', '소음', '방음', '수준', '화장실']","[-1.0646293558829107, -0.9098281237303674, -0.7622681152247226, -0.6951932760769374, -0.6901760678960674]"
썬 앤 문 리조트,"['조식', '친절', '제주', '방문', '바다']","[1.0290557028733331, 0.9045546386972437, 0.7846143315075242, 0.7067504468601072, 0.5927614718818265]","['가격', '펜션', '규모', '소음', '개선']","[-1.5683482564509879, -1.000278400259387, -0.9896468523658918, -0.8069272726865029, -0.7914761855374866]"
호텔 스카이파크 제주 1호점,"['출장', '친절', '감사', '제주', '가족']","[1.0997916918537396, 1.019309774104442, 0.9768902281363858, 0.9048029398520062, 0.8819550297707861]","['냄새', '양호', '모텔', '머리카락', '숙박']","[-1.5936131477263733, -1.553829681335589, -1.3941338087953044, -1.288362945800682, -1.2571424000144737]"
쏘타컬렉션 더 여수,"['여수', '신축', '방문', '가격', '바다']","[0.8380208677482701, 0.8173173880354218, 0.629557189099727, 0.6083766580424717, 0.5708456838782217]","['시내', '소음', '원룸', '청소', '주위']","[-1.1297497475724416, -1.1010377865567167, -1.0641584626375167, -0.9574155378029674, -0.9083127010213068]"
호텔스카이파크 킹스타운 동대문,"['친절', '서울', '방문', '가격', '침구']","[1.75051547057703, 1.2205225744000239, 1.136451635314082, 0.9857136632777109, 0.9250193309204288]","['불친절', '청소', '사람', '연결', '와이파이']","[-2.26778919854335, -1.567678515922577, -1.4636500643953454, -1.3969869182681935, -1.395958434951766]"
호텔 스카이파크 대전 1호점,"['아울렛', '친절', '방문', '침구', '컨디션']","[0.9624284777526875, 0.9396624957126913, 0.869895136160775, 0.710008510230118, 0.7058151095886346]","['냄새', '방음', '머리카락', '소리', '서비스']","[-1.527287230473848, -1.4611380647018162, -1.441280168394539, -1.4049877753021482, -1.2525935115677476]"
나비 호스텔 홍대,"['우수', '위치', '친절', '가격', '홍대']","[1.13529187887601, 0.646250680810076, 0.6236686814911462, 0.5710038940506326, 0.5673644333136401]","['교통', '최적', '패밀리', '보통', '소음']","[-0.9598674478810677, -0.7019006149224432, -0.6445027376990408, -0.6374181025425187, -0.5053876052384695]"
라까사 호텔 서울,"['친절', '위치', '가로수길', '방문', '우수']","[1.8556846704212961, 0.9091198289131256, 0.8968655971925406, 0.7920720290640039, 0.7736130423898891]","['소리', '아쉬움', '청소', '옆방', '먼지']","[-0.9374761430306247, -0.8250588018924064, -0.8168549328485295, -0.6550790571408758, -0.6479791742255014]"
베스트루이스해밀턴호텔 오션테라스,"['친절', '수영장', '조식', '바다', '직원']","[0.7525810618349852, 0.7182641921941277, 0.4071664282216523, 0.37093641917361614, 0.3362551435212887]","['사람', '추첨', '기대', '회리', '주차']","[-0.5115598790192356, -0.3896523029277264, -0.37210158646596586, -0.37210158646596586, -0.3475376923860492]"
오아시스 호텔,"['친절', '방문', '직원', '거제', '취사']","[0.2324427399800891, 0.22003499507408647, 0.19617193474963718, 0.195714365538093, 0.159650848379664]","['냄새', '상태', '조식', '고전', '일본식']","[-0.7112592558762391, -0.5246863485230202, -0.5040768548784154, -0.3612246036257382, -0.3612246036257382]"
강릉 라피네 호텔,"['친절', '사장', '객실', '여행', '감사']","[0.5774364927922052, 0.44763477000478913, 0.25933094922478334, 0.22899637292300254, 0.22871402404040783]","['담배', '남자', '러브호텔', '냄새', '친구']","[-0.6356188700212738, -0.6092043068459563, -0.6035159678332825, -0.49796620050467316, -0.4935894908496107]"
남포 스테이웰 호텔,"['친절', '직원', '시장', '위치', '방문']","[0.8204225678308453, 0.4766397884187609, 0.4540040948874519, 0.45263792805677083, 0.3501502376935513]","['욕실', '감사', '사진', '침구', '허리']","[-0.7988309014139469, -0.7528981644800439, -0.6188839583903551, -0.5290153109658162, -0.5148529087481198]"
춘천아이관광호텔,"['친절', '방문', '사장', '넷플릭스', '방명록']","[0.7107834477008209, 0.565741363895556, 0.45099261266967394, 0.4429766068594944, 0.4415165674105559]","['수건', '커피', '금연', '가격', '시트']","[-0.9814265294731921, -0.7602330068238442, -0.60468227857994, -0.4682286893399713, -0.4488560244178745]"
씨사이드관광호텔,"['해변', '온돌방', '소문', '금액', '개미']","[0.5703007053938651, 0.3679428539411571, 0.3679428539411571, 0.3679428539411571, 0.3679428539411571]","['모기', '냄새', '바닥', '위치', '성수기']","[-0.7289993784205064, -0.5587985347747528, -0.5452298785141143, -0.4948906291908514, -0.45689303060839365]"
포포인츠 바이 쉐라톤 조선 서울역,"['위생', '청결', '뷔페', '미팅', '무료']","[1.1629839853827968, 1.1040866045311621, 0.9327060614767083, 0.9040360136943292, 0.8713593311782737]","['포인츠', '배정', '비지니스', '객실', '명동']","[-7.4149047925637275, -1.7908010782649473, -1.718106112570704, -1.6849026139771288, -1.6192763480690255]"
거제 솔스파펜션,"['바다', '감사', '친절', '가격', '그릴']","[0.25204931779061107, 0.19632142813944803, 0.16863373144526395, 0.16265156677725776, 0.13841249278341042]","['위치', '명시', '저녁', '전망', '관리']","[-0.8469905780393776, -0.6646902745847227, -0.5144977404237602, -0.4972604822933548, -0.48841788390091556]"
에스알 호텔  사당,"['야경', '가요', '친절', '그거', '우수']","[1.3802830504374615, 0.9571590900488126, 0.9354417985418884, 0.9135011919550484, 0.8451127228110217]","['사당', '모텔', '구조', '디럭스', '사진']","[-3.0626375322062787, -2.200139559156971, -1.9036133163943012, -1.6992395492001413, -1.5404230576762121]"
씨엘오션호텔,"['친절', '명지', '청결', '감사', '직원']","[0.7517989538009681, 0.5307497196506102, 0.4848126690025944, 0.32168614255654143, 0.32159659378813565]","['비즈니스', '조식', '하루', '수압', '청소']","[-0.8935272601106623, -0.8656048717872012, -0.8598789888197607, -0.8093516728799541, -0.8059114027877352]"
